ClassName,GlobalRef,Global,GlobalBytesUsed,GlobalKB,GlobalMB,GlobalGB,HasGlobalMap,Status,Rows,HasLog,HasCSV,SizeBytes,SizeKB,SizeMB,SizeGB,Note,BaseGlobal
Lab.LTNData,,,0.0,,,,False,SKIPPED,0.0,True,False,0.0,,,,\No scalar properties to export\,nan
Lab.QueryResultsQueue,,,0.0,,,,False,ERROR,0.0,True,False,0.0,,,,\Prepare Failed\0 ,nan
GlobalToClassMap,,,0.0,,,,False,,,False,True,12515.0,12.22,0.0119,1.2e-05,,nan
PatResTrendingRpt.GetDetailsSpecialHandling,,,0.0,,,,False,,,False,True,150.0,0.15,0.0001,0.0,,nan
PatResTrendingRpt.OrderSelectionGetAccession,,,0.0,,,,False,,,False,True,138.0,0.13,0.0001,0.0,,nan
PatResTrendingRpt.TestSelection,,,0.0,,,,False,,,False,True,146.0,0.14,0.0001,0.0,,nan
SQ.APBillWkLd,,,0.0,,,,False,,,False,True,425.0,0.42,0.0004,0.0,,nan
SQ.APCollectionDateCrossRef,,,0.0,,,,False,,,False,True,28672575.0,28000.56,27.3443,0.026703,,nan
SQ.APDiag,,,0.0,,,,False,,,False,True,52348603.0,51121.68,49.9235,0.048753,,nan
SQ.APDocHistory,,,0.0,,,,False,,,False,True,14265143.0,13930.8,13.6043,0.013285,,nan
SQ.APDocSection,,,0.0,,,,False,,,False,True,2956.0,2.89,0.0028,3e-06,,nan
SQ.APDocText,,,0.0,,,,False,,,False,True,64113001.0,62610.35,61.1429,0.05971,,nan
SQ.APMADiag,,,0.0,,,,False,,,False,True,1565363.0,1528.67,1.4928,0.001458,,nan
SQ.APMAOrgan,,,0.0,,,,False,,,False,True,461077.0,450.27,0.4397,0.000429,,nan
SQ.APMAPath,,,0.0,,,,False,,,False,True,1064.0,1.04,0.001,1e-06,,nan
SQ.APMAQual,,,0.0,,,,False,,,False,True,951.0,0.93,0.0009,1e-06,,nan
SQ.APPatient,,,0.0,,,,False,,,False,True,499.0,0.49,0.0005,0.0,,nan
SQ.APQAReview,,,0.0,,,,False,,,False,True,284.0,0.28,0.0003,0.0,,nan
SQ.APSlideStatistics,,,0.0,,,,False,,,False,True,23332914.0,22786.05,22.252,0.02173,,nan
SQ.APSpecArchResult,,,0.0,,,,False,,,False,True,57992163.0,56632.97,55.3056,0.054009,,nan
SQ.APSpecialArchiv,,,0.0,,,,False,,,False,True,22316329.0,21793.29,21.2825,0.020784,,nan
SQ.APSpecimen,,,0.0,,,,False,,,False,True,6953768.0,6790.79,6.6316,0.006476,,nan
SQ.APSpecimenAtom,,,0.0,,,,False,,,False,True,13136653.0,12828.76,12.5281,0.012234,,nan
SQ.APSpecimenAtomDesc,,,0.0,,,,False,,,False,True,15725241.0,15356.68,14.9968,0.014645,,nan
SQ.BBACC,,,0.0,,,,False,,,False,True,74.0,0.07,0.0001,0.0,,nan
SQ.BBACCAlloc,,,0.0,,,,False,,,False,True,47.0,0.05,0.0,0.0,,nan
SQ.BBActiveUnits,,,0.0,,,,False,,,False,True,27339.0,26.7,0.0261,2.5e-05,,nan
SQ.BBAgAb,,,0.0,,,,False,,,False,True,14.0,0.01,0.0,0.0,,nan
SQ.BBAllocStat,,,0.0,,,,False,,,False,True,24.0,0.02,0.0,0.0,,nan
SQ.BBAllocStatus,,,0.0,,,,False,,,False,True,25.0,0.02,0.0,0.0,,nan
SQ.BBALLOCTEST,,,0.0,,,,False,,,False,True,190.0,0.19,0.0002,0.0,,nan
SQ.BBATCD,,,0.0,,,,False,,,False,True,149.0,0.15,0.0001,0.0,,nan
SQ.BBATCDfld,,,0.0,,,,False,,,False,True,95.0,0.09,0.0001,0.0,,nan
SQ.BBBLAD,,,0.0,,,,False,,,False,True,1568.0,1.53,0.0015,1e-06,,nan
SQ.BBBLADVol,,,0.0,,,,False,,,False,True,199.0,0.19,0.0002,0.0,,nan
SQ.BBBLXM,,,0.0,,,,False,,,False,True,281.0,0.27,0.0003,0.0,,nan
SQ.BBBPAlloc,,,0.0,,,,False,,,False,True,416.0,0.41,0.0004,0.0,,nan
SQ.BBBPAllocAN,,,0.0,,,,False,,,False,True,166.0,0.16,0.0002,0.0,,nan
SQ.BBBPAllocUnit,,,0.0,,,,False,,,False,True,1085.0,1.06,0.001,1e-06,,nan
SQ.BBBPAttr,,,0.0,,,,False,,,False,True,251991.0,246.08,0.2403,0.000235,,nan
SQ.BBBPAttrHst,,,0.0,,,,False,,,False,True,14.0,0.01,0.0,0.0,,nan
SQ.BBBPBat,,,0.0,,,,False,,,False,True,33056437.0,32281.68,31.5251,0.030786,,nan
SQ.BBBPCmp,,,0.0,,,,False,,,False,True,34926768.0,34108.17,33.3088,0.032528,,nan
SQ.BBBPCmpBat,,,0.0,,,,False,,,False,True,766.0,0.75,0.0007,1e-06,,nan
SQ.BBBPCmpHst,,,0.0,,,,False,,,False,True,439630942.0,429327.09,419.2647,0.409438,,nan
SQ.BBBpCmpObs,,,0.0,,,,False,,,False,True,105437431.0,102966.24,100.553,0.098196,,nan
SQ.BBBPCmpPhas,,,0.0,,,,False,,,False,True,49.0,0.05,0.0,0.0,,nan
SQ.BBBPCmpReact,,,0.0,,,,False,,,False,True,5804331.0,5668.29,5.5354,0.005406,,nan
SQ.BBBPCmpRes,,,0.0,,,,False,,,False,True,143449220.0,140087.13,136.8038,0.133597,,nan
SQ.BBBPCmpTst,,,0.0,,,,False,,,False,True,79.0,0.08,0.0001,0.0,,nan
SQ.BBBPCmpTxt,,,0.0,,,,False,,,False,True,19.0,0.02,0.0,0.0,,nan
SQ.BBBPDevt,,,0.0,,,,False,,,False,True,1242132.0,1213.02,1.1846,0.001157,,nan
SQ.BBBPEvent,,,0.0,,,,False,,,False,True,16947631.0,16550.42,16.1625,0.015784,,nan
SQ.BBBPG,,,0.0,,,,False,,,False,True,24627.0,24.05,0.0235,2.3e-05,,nan
SQ.BBBPInfo,,,0.0,,,,False,,,False,True,67.0,0.07,0.0001,0.0,,nan
SQ.BBBPPhaseReact,,,0.0,,,,False,,,False,True,7174967.0,7006.8,6.8426,0.006682,,nan
SQ.BBBPPoolCur,,,0.0,,,,False,,,False,True,1264990.0,1235.34,1.2064,0.001178,,nan
SQ.BBBPPoolHst,,,0.0,,,,False,,,False,True,222.0,0.22,0.0002,0.0,,nan
SQ.BBBpReg,,,0.0,,,,False,,,False,True,775888.0,757.7,0.7399,0.000723,,nan
SQ.BBBPRegHst,,,0.0,,,,False,,,False,True,1832.0,1.79,0.0017,2e-06,,nan
SQ.BBBPResPhase,,,0.0,,,,False,,,False,True,2315213.0,2260.95,2.208,0.002156,,nan
SQ.BBBPResTxt,,,0.0,,,,False,,,False,True,19.0,0.02,0.0,0.0,,nan
SQ.BBBPSourceCur,,,0.0,,,,False,,,False,True,80549407.0,78661.53,76.8179,0.075017,,nan
SQ.BBBPSourceHst,,,0.0,,,,False,,,False,True,31915.0,31.17,0.0304,3e-05,,nan
SQ.BBBPSpcCur,,,0.0,,,,False,,,False,True,85311822.0,83312.33,81.3597,0.079453,,nan
SQ.BBBPSpcHst,,,0.0,,,,False,,,False,True,70719313.0,69061.83,67.4432,0.065862,,nan
SQ.BBBPSpcRev,,,0.0,,,,False,,,False,True,473933.0,462.83,0.452,0.000441,,nan
SQ.BBBPSrcRev,,,0.0,,,,False,,,False,True,166574.0,162.67,0.1589,0.000155,,nan
SQ.BBBPSrcRevST,,,0.0,,,,False,,,False,True,33.0,0.03,0.0,0.0,,nan
SQ.BBBPSta,,,0.0,,,,False,,,False,True,497.0,0.49,0.0005,0.0,,nan
SQ.BBBPStaAlloc,,,0.0,,,,False,,,False,True,2733.0,2.67,0.0026,3e-06,,nan
SQ.BBBPStaHst,,,0.0,,,,False,,,False,True,195155028.0,190581.08,186.1143,0.181752,,nan
SQ.BBBPStaHstAlloc,,,0.0,,,,False,,,False,True,58087825.0,56726.39,55.3969,0.054099,,nan
SQ.BBBPStaRev,,,0.0,,,,False,,,False,True,150179.0,146.66,0.1432,0.00014,,nan
SQ.BBBPStaRevAlloc,,,0.0,,,,False,,,False,True,16326.0,15.94,0.0156,1.5e-05,,nan
SQ.BBBPSunEvt,,,0.0,,,,False,,,False,True,1265513.0,1235.85,1.2069,0.001179,,nan
SQ.BBBPTst,,,0.0,,,,False,,,False,True,8248088.0,8054.77,7.866,0.007682,,nan
SQ.BBBPTstHst,,,0.0,,,,False,,,False,True,31573847.0,30833.83,30.1112,0.029405,,nan
SQ.BBBPTstObs,,,0.0,,,,False,,,False,True,11969663.0,11689.12,11.4152,0.011148,,nan
SQ.BBBPTstRes,,,0.0,,,,False,,,False,True,19070719.0,18623.75,18.1873,0.017761,,nan
SQ.BBBPTyp,,,0.0,,,,False,,,False,True,40648213.0,39695.52,38.7652,0.037857,,nan
SQ.BBBPTypAGAB,,,0.0,,,,False,,,False,True,727124.0,710.08,0.6934,0.000677,,nan
SQ.BBBPTypHstAG,,,0.0,,,,False,,,False,True,13.0,0.01,0.0,0.0,,nan
SQ.BBBPTypRev,,,0.0,,,,False,,,False,True,4565228.0,4458.23,4.3537,0.004252,,nan
SQ.BBBPTypRevAGAB,,,0.0,,,,False,,,False,True,107207.0,104.69,0.1022,0.0001,,nan
SQ.BBBPTypRevHNAGAB,,,0.0,,,,False,,,False,True,13.0,0.01,0.0,0.0,,nan
SQ.BBBPUnReg,,,0.0,,,,False,,,False,True,1617.0,1.58,0.0015,2e-06,,nan
SQ.BBBPUnRegHst,,,0.0,,,,False,,,False,True,70.0,0.07,0.0001,0.0,,nan
SQ.BBBPUserDef,,,0.0,,,,False,,,False,True,34.0,0.03,0.0,0.0,,nan
SQ.BBBSGen,,,0.0,,,,False,,,False,True,6145.0,6.0,0.0059,6e-06,,nan
SQ.BBBSGroup,,,0.0,,,,False,,,False,True,119.0,0.12,0.0001,0.0,,nan
SQ.BBBSGroupMem,,,0.0,,,,False,,,False,True,851.0,0.83,0.0008,1e-06,,nan
SQ.BBCollMonth,,,0.0,,,,False,,,False,True,30.0,0.03,0.0,0.0,,nan
SQ.BBISF,,,0.0,,,,False,,,False,True,963.0,0.94,0.0009,1e-06,,nan
SQ.BBISFABO,,,0.0,,,,False,,,False,True,27.0,0.03,0.0,0.0,,nan
SQ.BBISFAGAB,,,0.0,,,,False,,,False,True,30.0,0.03,0.0,0.0,,nan
SQ.BBISFCont,,,0.0,,,,False,,,False,True,32.0,0.03,0.0,0.0,,nan
SQ.BBISFCT,,,0.0,,,,False,,,False,True,1813.0,1.77,0.0017,2e-06,,nan
SQ.BBIssuedUnits,,,0.0,,,,False,,,False,True,10101223.0,9864.48,9.6333,0.009407,,nan
SQ.BBLog,,,0.0,,,,False,,,False,True,101.0,0.1,0.0001,0.0,,nan
SQ.BBLogError,,,0.0,,,,False,,,False,True,8.0,0.01,0.0,0.0,,nan
SQ.BBLogUnit,,,0.0,,,,False,,,False,True,8.0,0.01,0.0,0.0,,nan
SQ.BBMACompTy,,,0.0,,,,False,,,False,True,27596.0,26.95,0.0263,2.6e-05,,nan
SQ.BBMACTG,,,0.0,,,,False,,,False,True,345.0,0.34,0.0003,0.0,,nan
SQ.BBMACTGCT,,,0.0,,,,False,,,False,True,2773.0,2.71,0.0026,3e-06,,nan
SQ.BBMALblBPE,,,0.0,,,,False,,,False,True,61.0,0.06,0.0001,0.0,,nan
SQ.BBMALblCP,,,0.0,,,,False,,,False,True,41.0,0.04,0.0,0.0,,nan
SQ.BBMAProductCode,,,0.0,,,,False,,,False,True,893359.0,872.42,0.852,0.000832,,nan
SQ.BBMerge,,,0.0,,,,False,,,False,True,30575.0,29.86,0.0292,2.8e-05,,nan
SQ.BBPatient,,,0.0,,,,False,,,False,True,6.0,0.01,0.0,0.0,,nan
SQ.BBPtUnit,,,0.0,,,,False,,,False,True,47756511.0,46637.22,45.5442,0.044477,,nan
SQ.BBPurge,,,0.0,,,,False,,,False,True,24412902.0,23840.72,23.282,0.022736,,nan
SQ.BBPurgeCmt,,,0.0,,,,False,,,False,True,16.0,0.02,0.0,0.0,,nan
SQ.BBRR,,,0.0,,,,False,,,False,True,60661638.0,59239.88,57.8514,0.056496,,nan
SQ.BBRRPHS,,,0.0,,,,False,,,False,True,20800637.0,20313.12,19.837,0.019372,,nan
SQ.BBRRPHSRS,,,0.0,,,,False,,,False,True,51016730.0,49821.03,48.6533,0.047513,,nan
SQ.BBSlashUnit,,,0.0,,,,False,,,False,True,300240.0,293.2,0.2863,0.00028,,nan
SQ.BBTransHist,,,0.0,,,,False,,,False,True,137852569.0,134621.65,131.4665,0.128385,,nan
SQ.BBUNACC,,,0.0,,,,False,,,False,True,29.0,0.03,0.0,0.0,,nan
SQ.BBUNACCRS,,,0.0,,,,False,,,False,True,91.0,0.09,0.0001,0.0,,nan
SQ.BBUnitDemo,,,0.0,,,,False,,,False,True,4461657.0,4357.09,4.255,0.004155,,nan
SQ.BBUnitDest,,,0.0,,,,False,,,False,True,457405.0,446.68,0.4362,0.000426,,nan
SQ.BBUnitHist,,,0.0,,,,False,,,False,True,33965311.0,33169.25,32.3918,0.031633,,nan
SQ.BBUnitIndex,,,0.0,,,,False,,,False,True,13077126.0,12770.63,12.4713,0.012179,,nan
SQ.BBUnitLoad,,,0.0,,,,False,,,False,True,27077345.0,26442.72,25.823,0.025218,,nan
SQ.BBUnits,,,0.0,,,,False,,,False,True,8113605.0,7923.44,7.7377,0.007556,,nan
SQ.BBUnitSupplierData,,,0.0,,,,False,,,False,True,2041789.0,1993.93,1.9472,0.001902,,nan
SQ.BBUnitTech,,,0.0,,,,False,,,False,True,7554309.0,7377.25,7.2044,0.007035,,nan
SQ.BBUnitTechData,,,0.0,,,,False,,,False,True,3267378.0,3190.8,3.116,0.003043,,nan
SQ.BBXMCnt,,,0.0,,,,False,,,False,True,16.0,0.02,0.0,0.0,,nan
SQ.BLT28Patient,,,0.0,,,,False,,,False,True,167.0,0.16,0.0002,0.0,,nan
SQ.BLT61PDef,,,0.0,,,,False,,,False,True,142.0,0.14,0.0001,0.0,,nan
SQ.BLT61Proc,,,0.0,,,,False,,,False,True,569.0,0.56,0.0005,1e-06,,nan
SQ.BLT62DonUpd,,,0.0,,,,False,,,False,True,195.0,0.19,0.0002,0.0,,nan
SQ.BLT7Observation,,,0.0,,,,False,,,False,True,89.0,0.09,0.0001,0.0,,nan
SQ.BLT7Order,,,0.0,,,,False,,,False,True,258.0,0.25,0.0002,0.0,,nan
SQ.BLT7Result,,,0.0,,,,False,,,False,True,64.0,0.06,0.0001,0.0,,nan
SQ.BLT7ResultText,,,0.0,,,,False,,,False,True,27.0,0.03,0.0,0.0,,nan
SQ.BLT7Test,,,0.0,,,,False,,,False,True,533.0,0.52,0.0005,0.0,,nan
SQ.BLT7TestReflex,,,0.0,,,,False,,,False,True,95.0,0.09,0.0001,0.0,,nan
SQ.CBContact,,,0.0,,,,False,,,False,True,1182562.0,1154.85,1.1278,0.001101,,nan
SQ.CBOrder,,,0.0,,,,False,,,False,True,78064.0,76.23,0.0744,7.3e-05,,nan
SQ.CBPHPhone,,,0.0,,,,False,,,False,True,543.0,0.53,0.0005,1e-06,,nan
SQ.CBPHResult,,,0.0,,,,False,,,False,True,232.0,0.23,0.0002,0.0,,nan
SQ.CBPLABCodes,,,0.0,,,,False,,,False,True,52505.0,51.27,0.0501,4.9e-05,,nan
SQ.CBTest,,,0.0,,,,False,,,False,True,242.0,0.24,0.0002,0.0,,nan
SQ.CBTIQCodes,,,0.0,,,,False,,,False,True,43.0,0.04,0.0,0.0,,nan
SQ.CDBClient,,,0.0,,,,False,,,False,True,502.0,0.49,0.0005,0.0,,nan
SQ.CDBClientCallbackCmnt,,,0.0,,,,False,,,False,True,27.0,0.03,0.0,0.0,,nan
SQ.CDBClientCmnt,,,0.0,,,,False,,,False,True,32.0,0.03,0.0,0.0,,nan
SQ.CDBClientDestination,,,0.0,,,,False,,,False,True,29.0,0.03,0.0,0.0,,nan
SQ.CDBClientHosp,,,0.0,,,,False,,,False,True,33.0,0.03,0.0,0.0,,nan
SQ.CDBClientMktrep,,,0.0,,,,False,,,False,True,21.0,0.02,0.0,0.0,,nan
SQ.CDBClientPhone,,,0.0,,,,False,,,False,True,55.0,0.05,0.0001,0.0,,nan
SQ.CDBClientPhysician,,,0.0,,,,False,,,False,True,30.0,0.03,0.0,0.0,,nan
SQ.CDBClientServices,,,0.0,,,,False,,,False,True,36.0,0.04,0.0,0.0,,nan
SQ.CDBClientSpecialty,,,0.0,,,,False,,,False,True,40.0,0.04,0.0,0.0,,nan
SQ.CDBClientTerritory,,,0.0,,,,False,,,False,True,24.0,0.02,0.0,0.0,,nan
SQ.CDBMaintMktrep,,,0.0,,,,False,,,False,True,121.0,0.12,0.0001,0.0,,nan
SQ.CDBMaintMktrepTerritoryCl,,,0.0,,,,False,,,False,True,57.0,0.06,0.0001,0.0,,nan
SQ.CDBMaintService,,,0.0,,,,False,,,False,True,76.0,0.07,0.0001,0.0,,nan
SQ.CDBMaintSpecialty,,,0.0,,,,False,,,False,True,80.0,0.08,0.0001,0.0,,nan
SQ.CDBMaintTerritory,,,0.0,,,,False,,,False,True,93.0,0.09,0.0001,0.0,,nan
SQ.CDBMaintTerritoryClient,,,0.0,,,,False,,,False,True,29.0,0.03,0.0,0.0,,nan
SQ.CDBMaintTerritoryMktrep,,,0.0,,,,False,,,False,True,20.0,0.02,0.0,0.0,,nan
SQ.CrossReference,,,0.0,,,,False,,,False,True,3988636801.0,3895153.13,3803.8605,3.714707,,nan
SQ.DoctorReport,,,0.0,,,,False,,,False,True,135.0,0.13,0.0001,0.0,,nan
SQ.DONAGConflict,,,0.0,,,,False,,,False,True,13.0,0.01,0.0,0.0,,nan
SQ.DONBTC,,,0.0,,,,False,,,False,True,3762.0,3.67,0.0036,4e-06,,nan
SQ.DONCROSSREF,,,0.0,,,,False,,,False,True,49.0,0.05,0.0,0.0,,nan
SQ.DONCT,,,0.0,,,,False,,,False,True,45.0,0.04,0.0,0.0,,nan
SQ.DONDup,,,0.0,,,,False,,,False,True,8.0,0.01,0.0,0.0,,nan
SQ.DONGeneralData,,,0.0,,,,False,,,False,True,327.0,0.32,0.0003,0.0,,nan
SQ.DonMisc,,,0.0,,,,False,,,False,True,23.0,0.02,0.0,0.0,,nan
SQ.DONMiscE,,,0.0,,,,False,,,False,True,26.0,0.03,0.0,0.0,,nan
SQ.DONMiscP,,,0.0,,,,False,,,False,True,26.0,0.03,0.0,0.0,,nan
SQ.DONNoDup,,,0.0,,,,False,,,False,True,86.0,0.08,0.0001,0.0,,nan
SQ.DONNoPDef,,,0.0,,,,False,,,False,True,98.0,0.1,0.0001,0.0,,nan
SQ.DonorProcedure,,,0.0,,,,False,,,False,True,459.0,0.45,0.0004,0.0,,nan
SQ.DONPDef,,,0.0,,,,False,,,False,True,164.0,0.16,0.0002,0.0,,nan
SQ.DONPtAGB,,,0.0,,,,False,,,False,True,135.0,0.13,0.0001,0.0,,nan
SQ.DONPtUnAGAB,,,0.0,,,,False,,,False,True,142.0,0.14,0.0001,0.0,,nan
SQ.DONTemp,,,0.0,,,,False,,,False,True,52.0,0.05,0.0,0.0,,nan
SQ.DONTotalUnits,,,0.0,,,,False,,,False,True,18.0,0.02,0.0,0.0,,nan
SQ.DONUnacDef,,,0.0,,,,False,,,False,True,62.0,0.06,0.0001,0.0,,nan
SQ.DONUNCrossRef,,,0.0,,,,False,,,False,True,8.0,0.01,0.0,0.0,,nan
SQ.GLAccession,,,0.0,,,,False,,,False,True,2029937.0,1982.36,1.9359,0.001891,,nan
SQ.GLAccessionCntrlData,,,0.0,,,,False,,,False,True,965.0,0.94,0.0009,1e-06,,nan
SQ.GLAccessionHistory,,,0.0,,,,False,,,False,True,31697140592.0,30954238.86,30228.7489,29.520263,,nan
SQ.GLAccessionSpecData,,,0.0,,,,False,,,False,True,1599642.0,1562.15,1.5255,0.00149,,nan
SQ.GLAdmit,,,0.0,,,,False,,,False,True,398.0,0.39,0.0004,0.0,,nan
SQ.GLARKAdmit,,,0.0,,,,False,,,False,True,1024623114.0,1000608.51,977.1567,0.954255,,nan
SQ.GLARKCollect,,,0.0,,,,False,,,False,True,280.0,0.27,0.0003,0.0,,nan
SQ.GLARKHosp,,,0.0,,,,False,,,False,True,33217115.0,32438.59,31.6783,0.030936,,nan
SQ.GLARKIDXCOLL,,,0.0,,,,False,,,False,True,2347220939.0,2292207.95,2238.4843,2.18602,,nan
SQ.GLARKObs,,,0.0,,,,False,,,False,True,6762980102.0,6604472.76,6449.6804,6.298516,,nan
SQ.GLARKOrder,,,0.0,,,,False,,,False,True,5450636371.0,5322887.08,5198.1319,5.076301,,nan
SQ.GLARKPatient,,,0.0,,,,False,,,False,True,283252102.0,276613.38,270.1303,0.263799,,nan
SQ.GLARKResHist,,,0.0,,,,False,,,False,True,340.0,0.33,0.0003,0.0,,nan
SQ.GLARKResult,,,0.0,,,,False,,,False,True,6919934217.0,6757748.26,6599.3635,6.444691,,nan
SQ.GLARKSpecimen,,,0.0,,,,False,,,False,True,5739837152.0,5605309.72,5473.9353,5.34564,,nan
SQ.GLARKTest,,,0.0,,,,False,,,False,True,6294411869.0,6146886.59,6002.8189,5.862128,,nan
SQ.GLARKVisit,,,0.0,,,,False,,,False,True,953580194.0,931230.66,909.4049,0.888091,,nan
SQ.GLClient,,,0.0,,,,False,,,False,True,12.0,0.01,0.0,0.0,,nan
SQ.GLClientInterest,,,0.0,,,,False,,,False,True,13.0,0.01,0.0,0.0,,nan
SQ.GLClinValQueue,,,0.0,,,,False,,,False,True,220.0,0.21,0.0002,0.0,,nan
SQ.GLClinValQueueHistory,,,0.0,,,,False,,,False,True,317.0,0.31,0.0003,0.0,,nan
SQ.GLCollect,,,0.0,,,,False,,,False,True,659.0,0.64,0.0006,1e-06,,nan
SQ.GLCollectedOrdersChild,,,0.0,,,,False,,,False,True,144.0,0.14,0.0001,0.0,,nan
SQ.GLCollectedOrdersParent,,,0.0,,,,False,,,False,True,14.0,0.01,0.0,0.0,,nan
SQ.GLComment,,,0.0,,,,False,,,False,True,2022427421.0,1975026.78,1928.7371,1.883532,,nan
SQ.GLCommentData,,,0.0,,,,False,,,False,True,1229301740.0,1200489.98,1172.3535,1.144876,,nan
SQ.GLCommentPTR,,,0.0,,,,False,,,False,True,638905643.0,623931.29,609.3079,0.595027,,nan
SQ.GLCommentText,,,0.0,,,,False,,,False,True,806100893.0,787207.9,768.7577,0.75074,,nan
SQ.GLHosp,,,0.0,,,,False,,,False,True,49.0,0.05,0.0,0.0,,nan
SQ.GLObs,,,0.0,,,,False,,,False,True,144.0,0.14,0.0001,0.0,,nan
SQ.GLOrder,,,0.0,,,,False,,,False,True,1772.0,1.73,0.0017,2e-06,,nan
SQ.GLORDX,,,0.0,,,,False,,,False,True,566917602.0,553630.47,540.6548,0.527983,,nan
SQ.GLORDXMJ,,,0.0,,,,False,,,False,True,2246.0,2.19,0.0021,2e-06,,nan
SQ.GLPatient,,,0.0,,,,False,,,False,True,1413.0,1.38,0.0013,1e-06,,nan
SQ.GLReqNum,,,0.0,,,,False,,,False,True,76.0,0.07,0.0001,0.0,,nan
SQ.GLResHist,,,0.0,,,,False,,,False,True,795.0,0.78,0.0008,1e-06,,nan
SQ.GLResult,,,0.0,,,,False,,,False,True,112.0,0.11,0.0001,0.0,,nan
SQ.GLResultText,,,0.0,,,,False,,,False,True,22.0,0.02,0.0,0.0,,nan
SQ.GLSpecimen,,,0.0,,,,False,,,False,True,825.0,0.81,0.0008,1e-06,,nan
SQ.GLTest,,,0.0,,,,False,,,False,True,672.0,0.66,0.0006,1e-06,,nan
SQ.GLTestContainer,,,0.0,,,,False,,,False,True,31.0,0.03,0.0,0.0,,nan
SQ.GLTstCont,,,0.0,,,,False,,,False,True,60.0,0.06,0.0001,0.0,,nan
SQ.GLUtilization,,,0.0,,,,False,,,False,True,1327.0,1.3,0.0013,1e-06,,nan
SQ.GLVisit,,,0.0,,,,False,,,False,True,273.0,0.27,0.0003,0.0,,nan
SQ.IDXBT,,,0.0,,,,False,,,False,True,171.0,0.17,0.0002,0.0,,nan
SQ.IDXCHILD,,,0.0,,,,False,,,False,True,54.0,0.05,0.0001,0.0,,nan
SQ.IDXCrossRef,,,0.0,,,,False,,,False,True,72.0,0.07,0.0001,0.0,,nan
SQ.IDXPARENT,,,0.0,,,,False,,,False,True,14.0,0.01,0.0,0.0,,nan
SQ.LTN25,,,0.0,,,,False,,,False,True,88.0,0.09,0.0001,0.0,,nan
SQ.LTN28Patient,,,0.0,,,,False,,,False,True,203.0,0.2,0.0002,0.0,,nan
SQ.LTN5AN,,,0.0,,,,False,,,False,True,927.0,0.91,0.0009,1e-06,,nan
SQ.LTN5ANBat,,,0.0,,,,False,,,False,True,1489.0,1.45,0.0014,1e-06,,nan
SQ.LTN5ANClientInt,,,0.0,,,,False,,,False,True,42.0,0.04,0.0,0.0,,nan
SQ.LTN5ANIntVector,,,0.0,,,,False,,,False,True,44.0,0.04,0.0,0.0,,nan
SQ.LTN5ANOCDetail,,,0.0,,,,False,,,False,True,176.0,0.17,0.0002,0.0,,nan
SQ.LTN5ANPYDetail,,,0.0,,,,False,,,False,True,58.0,0.06,0.0001,0.0,,nan
SQ.LTN5ANTest,,,0.0,,,,False,,,False,True,34.0,0.03,0.0,0.0,,nan
SQ.LTN5Order,,,0.0,,,,False,,,False,True,955.0,0.93,0.0009,1e-06,,nan
SQ.LTN61PDef,,,0.0,,,,False,,,False,True,152.0,0.15,0.0001,0.0,,nan
SQ.LTN61Proc,,,0.0,,,,False,,,False,True,569.0,0.56,0.0005,1e-06,,nan
SQ.LTN62DonUpd,,,0.0,,,,False,,,False,True,195.0,0.19,0.0002,0.0,,nan
SQ.LTN7Observation,,,0.0,,,,False,,,False,True,89.0,0.09,0.0001,0.0,,nan
SQ.LTN7Order,,,0.0,,,,False,,,False,True,1007.0,0.98,0.001,1e-06,,nan
SQ.LTN7OrderComment,,,0.0,,,,False,,,False,True,57.0,0.06,0.0001,0.0,,nan
SQ.LTN7Result,,,0.0,,,,False,,,False,True,98.0,0.1,0.0001,0.0,,nan
SQ.LTN7ResultText,,,0.0,,,,False,,,False,True,27.0,0.03,0.0,0.0,,nan
SQ.LTN7Test,,,0.0,,,,False,,,False,True,573.0,0.56,0.0005,1e-06,,nan
SQ.LTN7TestReflex,,,0.0,,,,False,,,False,True,72.0,0.07,0.0001,0.0,,nan
SQ.LTN8AN,,,0.0,,,,False,,,False,True,207.0,0.2,0.0002,0.0,,nan
SQ.LTN8Bat,,,0.0,,,,False,,,False,True,181.0,0.18,0.0002,0.0,,nan
SQ.MABattery,,,0.0,,,,False,,,False,True,592771.0,578.88,0.5653,0.000552,,nan
SQ.MABatTst,,,0.0,,,,False,,,False,True,178394.0,174.21,0.1701,0.000166,,nan
SQ.MABLCrossMatchUn,,,0.0,,,,False,,,False,True,2489.0,2.43,0.0024,2e-06,,nan
SQ.MABLCTAdmin,,,0.0,,,,False,,,False,True,1624.0,1.59,0.0015,2e-06,,nan
SQ.MABLCTProc,,,0.0,,,,False,,,False,True,53824.0,52.56,0.0513,5e-05,,nan
SQ.MABLCTVol,,,0.0,,,,False,,,False,True,59286.0,57.9,0.0565,5.5e-05,,nan
SQ.MABLFeeSchedules,,,0.0,,,,False,,,False,True,2765.0,2.7,0.0026,3e-06,,nan
SQ.MABLMicroMethod,,,0.0,,,,False,,,False,True,9921.0,9.69,0.0095,9e-06,,nan
SQ.MABLOptionTypes,,,0.0,,,,False,,,False,True,45.0,0.04,0.0,0.0,,nan
SQ.MABLOrderCodeFees,,,0.0,,,,False,,,False,True,3579424.0,3495.53,3.4136,0.003334,,nan
SQ.MABLPhlebWkld,,,0.0,,,,False,,,False,True,6749.0,6.59,0.0064,6e-06,,nan
